id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,gender,color,size,pattern,google_product_category,default_product,variant
wfd24cac_123,"Winox Faitout De 24 Cm Avec Couvercle Série DIAMOND   Résistance Extrême   7 Couches","Marque : Winox 
  Matière : Aluminium + téflon 
  Couleur : Noir 
  Diamètre : 24 cm 
  Nombre de pièces : 2 dont 1 faitout avec un couvercle en verre 
  Pays de fabrication : Tunisie 
  Fabricant : Groupe Sopal 
  Durable et résistante 
  7 couches",https://cakado.com/wp-content/uploads/2021/07/fgdfghd_2.jpg,https://cakado.com/produit/winox-faitout-de-24-cm-avec-couvercle-serie-diamond-resistance-extreme-7-couches/,"cocotte couscoussier","CAKADO",50TND,in stock,wfd24cac_123,,"https://cakado.com/wp-content/uploads/2021/07/qsssss_2.png,https://cakado.com/wp-content/uploads/2021/07/m.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,50TND,new,published,,,,,638,,
BBMCR500R_83,"Baya Broyeur - Multifonction - Chopper Rapide - 500 ml - Rose","Le hachoir est parfait pour trancher et mélanger des salades de légumes/fruits, couper divers aliments pour bébé, hacher des noix, des herbes, des légumes, de la viande etc.. 
Fonctionnant sans électricité, ce hachoir à main est idéal pour les petites cuisines, les véhicules de camping, les voyages, les pique-niques et le camping.",https://cakado.com/wp-content/uploads/2021/07/1-13.png,https://cakado.com/produit/baya-broyeur-multifonction-chopper-rapide-500-ml-rose/,"Batterie de cuisine","CAKADO",18TND,in stock,BBMCR500R_83,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,18TND,new,published,,,,,638,,
tpc24aa5_133,"Tem Poêle CIELO  24 Cm Anti-Adhésive  5 Couches","Marque : Tem 
  Matière : Acier inoxydable 
  Couleur : Gris 
  Diamètre : 24 cm 
  Pays de fabrication : Italie 
  5 couches anti-adhésives 
  Certifié pour éco label",https://cakado.com/wp-content/uploads/2021/07/1-10.png,https://cakado.com/produit/tem-poele-cielo-24-cm-anti-adhesive-5-couches/,"cuisine, Poêle Sauteuse","CAKADO",15.9TND,in stock,tpc24aa5_133,,"https://cakado.com/wp-content/uploads/2021/07/2-8.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,15.9TND,new,published,,,,,638,,
GR1TOSCANAP4_139,"Poêle Anti-Adhésive - Capri- Revêtement Granit - 28 Cm","Marque : OSCAR 
  Compatibilité tous feux, Compatibilité lave-vaisselle 
  Revêtement granit anti adhésif 
  Made in Italie 
  Diamètre 28 cm 
  Garantie : 1 an",https://cakado.com/wp-content/uploads/2021/07/1-7.png,https://cakado.com/produit/poele-anti-adhesive-capri-revetement-granit-28-cm/,"Poêle Sauteuse","CAKADO",97.6TND,in stock,GR1TOSCANAP4_139,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,97.6TND,new,published,,,,,638,,
WSACD24RE7C_129,"Winox Sauteuse Avec Couvercle DIAMOND 24 Cm  Résistance Extrême 7 Couches","Marque : Winox 
  Matière : Aluminium + téflon 
  Couleur : Noir 
  Diamètre : 24 cm 
  Nombre de pièces : 2 
  Pays de fabrication : Tunisie 
  Fabricant : Groupe Sopal 
  Durable et résistante 
  7 couches",https://cakado.com/wp-content/uploads/2021/07/1-6.png,https://cakado.com/produit/winox-sauteuse-avec-couvercle-diamond-24-cm-resistance-extreme-7-couches/,"cocotte couscoussier","Sopal",39TND,in stock,WSACD24RE7C_129,,"https://cakado.com/wp-content/uploads/2021/07/2-5.png,https://cakado.com/wp-content/uploads/2021/07/3-5.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,39TND,new,published,,,,,638,,
WPD30CDR_131,"Winox Poêle De 30 Cm Gamme DIAMOND  Résistance Extrême 7 Couches","Marque : Winox 
  Matière : Aluminium + téflon 
  Couleur : Noir 
  Diamètre : 30 cm 
  Pays de fabrication : Tunisie 
  Fabricant : Groupe Sopal 
  Durable et résistante 
  7 couches",https://cakado.com/wp-content/uploads/2021/07/1-12.png,https://cakado.com/produit/winox-poele-de-30-cm-gamme-diamond-resistance-extreme-7-couches/,"Poêle Sauteuse","CAKADO",34TND,in stock,WPD30CDR_131,,"https://cakado.com/wp-content/uploads/2021/07/2-10.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,34TND,new,published,,,,,638,,
HVMAVTR_99,"Hachoir verticale manuel avec couvercle et un tiroir Rouge","Il s'agit d'une râpe à légumes à lame en acier inoxydable améliorée qui a une grande base et un couvercle transparent. il peut également être utilisé pour mélanger les oignons, la carotte, le poivre, les écrevisses, etc. pour votre délicieuse cuisine.",https://cakado.com/wp-content/uploads/2021/07/1-9.png,https://cakado.com/produit/hachoir-verticale-manuel-avec-couvercle-et-un-tiroir-rouge/,"divers","CAKADO",17TND,in stock,HVMAVTR_99,,"https://cakado.com/wp-content/uploads/2021/07/2-7.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,17TND,new,published,,,,,638,,
WP20V6CG_52,"Winox Poêle Ø20 VOLCANO - 6 Couches - Gris","Winox, Téflon ET acier inoxydable, Couleur : Gris, Diamètre de poêle : 20 cm, fabrication : Tunisie, Durable et résistante, 6 couches",https://cakado.com/wp-content/uploads/2021/07/2-3.png,https://cakado.com/produit/winox-poele-o20-volcano-6-couches-gris/,"Poêle Sauteuse","CAKADO",13.9TND,in stock,WP20V6CG_52,,"https://cakado.com/wp-content/uploads/2021/07/3-4.png,https://cakado.com/wp-content/uploads/2021/07/1-5.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,13.9TND,new,published,,,,,638,,
WFACG20_127,"Winox Faitout Avec Couvercle GRANITE  20 Cm Super Résistante  7 Couches","Marque : Winox 
  Matière : Aluminium + téflon 
  Couleur : Gris 
  Diamètre : 20 cm 
  Nombre de pièces : 2 
  Pays de fabrication : Tunisie 
  Fabricant : Groupe Sopal 
  Durable et résistante 
  7 couches",https://cakado.com/wp-content/uploads/2021/07/1-8.png,https://cakado.com/produit/winox-faitout-avec-couvercle-granite-20-cm-super-resistante-7-couches/,"cocotte couscoussier","CAKADO",41TND,in stock,WFACG20_127,,"https://cakado.com/wp-content/uploads/2021/07/2-6.png,https://cakado.com/wp-content/uploads/2021/07/3-6.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,41TND,new,published,,,,,638,,
387594GRC021990-cons_125,"Riserva Cal Vini Bianchi Flore 06s","Fabriqués en « Star_Glass » : un verre très transparent et 100 % recyclable 
  Contenance : 39 cl - 13 1/4 oz 
  Dimensions:  h 205 mm - 8'  Ø 83 mm - 3 1/4' 
  Peuvent être mis au lave-vaisselle",https://cakado.com/wp-content/uploads/2021/07/1-11.png,https://cakado.com/produit/riserva-cal-vini-bianchi-flore-06s/,"cuisine","CAKADO",58TND,in stock,387594GRC021990-cons_125,,"https://cakado.com/wp-content/uploads/2021/07/2-9.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,58TND,new,published,,,,,638,,
8693357276888_140,"Saladier Gondola 17Cm","Ce saladier est en verre très épais et extra résistant. Ce plat est idéal pour préparer les salades, les préparations culinaires ou les pâtes à pâtisserie. Il est compatible avec le réfrigérateur, le congélateur ainsi qu'avec le lavage au lave vaisselle. Son design en verre est très élégant et habille la table où il est présenté. Sa matière est hygiénique car non poreuse et non coupant. C'est un accessoire de cuisine indispensable pour les petits plats bien préparés.",https://cakado.com/wp-content/uploads/2021/07/2-2-1.png,https://cakado.com/produit/saladier-gondola-17cm/,"cuisine","CAKADO",4.2TND,in stock,8693357276888_140,,"https://cakado.com/wp-content/uploads/2021/07/1-3.png,https://cakado.com/wp-content/uploads/2021/07/3-2-1.png,https://cakado.com/wp-content/uploads/2021/07/4-1.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,4.2TND,new,published,,,,,638,,
8034120760218_138,"Poêle 30cm Promo Bleu Propad130w 12","La ligne Promo en aluminium pur avec revêtement antiadhésif Greblon convient à toutes les sources de chaleur, avec sa large gamme de produits, elle a été conçue et créée spécifiquement pour cuisiner de manière pratique et rapide au quotidien. 
La couleur extérieure bleu foncé métallique et les poignées ergonomiques interprètent l'idéal esthétique de l'élégance dans la cuisine, combinant la beauté du style avec la qualité et la praticité du produit. 
Toute la ligne Promo convient à tous ceux qui recherchent la bonne combinaison d'élégance, de fiabilité et de prix dans la cuisine.",https://cakado.com/wp-content/uploads/2021/07/1-2.png,https://cakado.com/produit/poele-30cm-promo-bleu-propad130w-12/,"cuisine","CAKADO",34.9TND,in stock,8034120760218_138,,"https://cakado.com/wp-content/uploads/2021/07/3-2.png,https://cakado.com/wp-content/uploads/2021/07/2-1.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,34.9TND,new,published,,,,,638,,
6192903101794-cons_126,"Mijoteuse O 24 Couvercle En Verre","La gamme Cook'Art Tendance est une exclusivité Merkado. Élue 'Produit de l'année 2019' 
 
Elle permet de garantir une bonne anti-adhérence des produits avec un revêtement anti-adhésif Dylon 05 couches renforcées, pour faciliter le lavage du produit, 
 
Elle se nomme tendance, car les articles et les accessoires sont de la même couleur. 
 
La gamme Cook'Art Tendance vous offre un confort d'utilisation avec ses accessoires Ergonomique & Soft Touch",https://cakado.com/wp-content/uploads/2021/07/1-2-1.png,https://cakado.com/produit/mijoteuse-o-24-couvercle-en-verre/,"cuisine","CAKADO",25TND,in stock,6192903101794-cons_126,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,25TND,new,published,,,,,638,,
